Text,User,Counter,Reply
"@opulentbastard Hi Nathan, thanks for reaching out about your experience with using our website for online shopping. We're sorry to hear about the issues you're having on the website and we appreciate you bringing this to our attention. 1/4",@opulentbastard:1,1,"@woolworths Are you aware your online shopping is so slow, it has taken us nearly 3 hours to get through it?
At each page Chrome kept asking to close the page as it wasn’t responding. 
Don’t think we will bother with you again, it was beyond frustrating."
"@opulentbastard We don't currently have any reported issues for the website, similar to the issues you're experiencing. We'd like to share your feedback with our Online team, but we’ll need some details for verification purposes. 2/4",@opulentbastard:2,2,
"@opulentbastard Can you please send us a DM with your full name, email address and phone number linked to your online account? 3/4",@opulentbastard:3,3,
"@opulentbastard We'd ask if you can also include the type of device you're using to access the website. Thanks, we look forward to hearing from you. 4/4",@opulentbastard:4,4,
"@pandasofa Hi Amanda, thanks for getting in touch. We're sorry to hear about the Pasta Bake you've purchased and apologise for the inconvenience caused. Especially as it was for Christmas lunch. We'd like to raise this with our product quality team but do need to grab some details 1/3",@pandasofa:1,1,went to cook the pasta bake that we had aside for Christmas lunch but it’s mouldy 🥰 thanks @woolworths
"@pandasofa If you could please send us a DM and let us know the store of purchase, the expiration date and the batch information of this product (usually a series of numbers and letters, printed in black and located near the expiration date on the packaging) 2/3",@pandasofa:2,2,
"@pandasofa In the meantime, we'd like to let you know that you're more than welcome to return this product, its packaging or your receipt to your local Woolworths store to receive a full refund or replacement. Thanks, we look forward to hearing from you! 3/3",@pandasofa:3,3,
"@panificavixen Hi there, thanks for reaching out. We're sorry to hear that you were unable to access our services. The temporary technical issue with our app and website is now resolved. We appreciate your patience during this, feel free to reach out if you need any further assistance. Thanks.",@panificavixen:1,1,@woolworths is your site and app experiencing an outage??
@pasavito We look forward to your reply soon. Thanks! 2/2,@pasavito:1,1,"@woolworths hey Woolies team! Why are there no turkeys available? I don’t remember seeing anything in the media, yet can’t find one in store."
"@pasavito Hi Tony, thanks for getting in touch with us about the Oven Roasted Turkeys and we're sorry you haven't been able to find one in-store. Could you please send us a DM and let us know your local/preferred stores and we'll check the stock availability for you. 1/2",@pasavito:2,2,
"@paul__usher Hi there, we're sorry to hear about your recent experiences. Could you please DM us the store you visited? Thanks, hope to hear from you soon!",@paul__usher:1,1,Lol @woolworths no trollies and no bags of any kind…. And we’re supposed to shop how???
@prt459 less chance of customers missing out on products they really need. It’s only a temporary measure and we’ll revert back to customer preferences as soon as we possibly can. We apologise for the inconvenience. Thanks. 2/2,@prt459:1,1,It's on again #COVID19  #Melbourne @woolworths how shitty! https://t.co/z6zIBZBJkF
"@prt459 Hi Paul. Thank you for your feedback. Due to the current COVID-related disruptions affecting our supply chain, we’ve activated automatic substitutions on all online orders nationwide (except in Western Australia). We know this isn’t ideal, but it does mean there’s 1/2",@prt459:2,2,
"@qewperp Thanks for the update. We can see we've now responded to your PM. Thanks for letting us know. If we can help with anything else at all, please let us know. Thanks!",@qewperp:1,1,
"@qewperp Hi there, thanks for getting in touch. We'd love to share this feedback with our team but do need to grab a few more details. Can you please send us a DM? Thanks, we look forward to hearing from you!",@qewperp:2,2,
"@rain_jeffrey Hey there, thanks for reaching out to us in regards to the great efforts of our team members. If you could please DM us, we'd be happy to pass on this feedback. Thanks, we look forward to hearing from you.",@rain_jeffrey:1,1,
@ramkat58 We encourage you to speak to your local store's Management Team when you're next in-store if you have any concerns and one of our friendly Team Members will be able to assist you further. We hope you have a lovely day. 3/3,@ramkat58:1,1,"@woolworths Thanks for the reply. However, as I previously said, I won’t be ‘in store’ again until you give me the chance to check in. By all means let me know when that happens and I may be back."
@ramkat58 and we encourage everyone to remain mindful of the COVIDSafe habits we’ve lived as we enter the busy Christmas period. You can follow all our COVID-19 store updates and latest news via our page here https://t.co/Slf9bx4pb1. 2/3,@ramkat58:2,2,@woolworths Originally shopped with you for years because of your health care and hand sanitizer even before Covid. You haven’t answered me re returning QR codes so will go to one of the other two supermarkets in my suburb that are still using them.
"@ramkat58 Hi there, thanks for reaching out to us. Please send us a DM as we'd love to assist you. We look forward to your response!",@ramkat58:3,3,"@woolworths No need to send you a DM. No need to make this private. I’m asking for you to put the QR codes back so I can have a choice to check in and others can have the choice not to. A straight answer would be great, thanks."
"@ramkat58 Hi RamKat, thanks for reaching out to us about the QR Codes in our stores. We'll be updating some of our in-store COVIDsafe measures to align with the NSW Government’s public health orders. The safety of our team members and customers will remain our top priority, 1/3",@ramkat58:4,4,@woolworths @RhondaWilsonMHN Customers deserve the choice to check in or not. Please reinstate them.
"@rebekkap We'd love to look into this further for you, but do need to grab a few more details. If you could send us a PM here: https://t.co/uwupWPkZWH and let us know the Everyday Rewards number, email address and date of birth on your account, that'd be great. 2/3",@rebekkap:1,1,"@woolworths 2/2 Giftcard team, tho helpful, can't fix issue &amp; referred me to Rewards team to give me the points I should have got, which they're flat out refusing to do because I didn't buy the cards- which I can't do-&amp; keep insisting Giftcard team can fix issue, but they can't"
"@rebekkap Hi Dr Rebekkap, thanks for getting in touch. We're sorry to hear about the payment error affecting your purchase and apologise for the inconvenience caused. Especially as you've also mentioned the time spent trying to resolve this with our team. 1/2",@rebekkap:2,2,@woolworths so excited to read you’re going to trial LOOP reusable packaging - made my day! Can’t wait!
"@rebekkap Thanks, we look forward to hearing from you! 3/3",@rebekkap:3,3,
"@redruby17 Hi Dr Jos, thanks for getting in touch. We're sorry to hear you're having difficulty when searching for a product and apologise for any inconvenience caused. We'd love to look into this for you. If you could send us a DM, that'd be great. Thanks!",@redruby17:1,1,
"@rejadam Hi Robert, thanks for reaching out, and we appreciate your patience with our reply. 1/4",@rejadam:1,1,Why do you offer me a slot for tonight continually @woolworths but also continually tell me it is not available? Can you please assist with a delivery tonight especially as you keep offering this option? Next option is Sunday? #FaultyWebsite?
