type,description,title,img,score,review_n
personal-care-hygiene,"ght the new Philips Series 7000 SkinIQ Shaver with Quick Clean Pod only to be totally disappointed with the performance.
The heads are badly designed and always catch on my lips as the rot",Philips Shaver Series 7000,https://cdn.productreview.com.au/resize/listing-picture/2dc98d1d-7c53-329b-a3f5-79d2a5808f24?width=96&height=96&v=2,2.5,19
personal-care-hygiene,"eally like this VS VSM837A - its easily maneuverable with one hand, lasts for ages and ages, solid inbuilt fixed rechargeable battery stIll going well after numerous years. You can plug in t",VS Sassoon The All-Rounder VSM837A,https://cdn.productreview.com.au/resize/listing-picture/f0c0ed43-105a-5987-a8e3-6045860de446?width=96&height=96&v=2,4.2,6
personal-care-hygiene,love this. So easy to use. Teenage girls will love this!  It smells lovely and works well.  We want to buy more.  It feels nice and natural. Keep m,Nair Salon Divine Milk &amp; Honey Roll-On Wax,,3.3,9
personal-care-hygiene,"ng it back!  Best colour, nice smell, lasts and doesnt stain hands..  This was one on the best valued products on the market it is a  Shame it was ",Garnier Ambre Solaire Natural Bronz Up Self-Tanning Milk,https://cdn.productreview.com.au/resize/listing-picture/23c10a02-87ca-36a1-bf20-fc79f8d8ce18?width=96&height=96&v=2,4.6,5
personal-care-hygiene,se this everyday and my skin feels smooth. It smells fine. Even when I use this loofah my skin don't feel irritated at all. It's also available anywhere so I don't need to worry without to ,Dove Pink Beauty Bar,https://cdn.productreview.com.au/resize/listing-picture/4802b345-6531-3f39-83a3-9a75064c558a?width=96&height=96&v=2,4.6,5
personal-care-hygiene, blade literally doesn’t even get through one leg without clogging. You literally cannot get the hairs out from the blade so no use after half a leg. Both my daughter and I tried 2 seperate ra,Schick Intuition Plus,https://cdn.productreview.com.au/resize/listing-picture/fd03b825-5e2e-3d4f-b86f-b6fb152c4e67?width=96&height=96&v=2,2.9,12
personal-care-hygiene,ch tested and everything went well. 24 hours later I used the cream and it worked pretty well. Until a few hours later when the areas I used the cream started to swell. It got worse overnigh,Nair Sensitive Precision Facial Hair Remover Cream,https://cdn.productreview.com.au/resize/listing-picture/3045a568-e2d5-3f21-9880-faabc9d8c0ff?width=96&height=96&v=2,1.9,81
personal-care-hygiene,"tunately I did as it says on the box and tried the product on a small section of my leg. The instructions state to shower product off after 5-6 minutes, no longer than 10 minutes. I showered",Nair Sensitive Cream,https://cdn.productreview.com.au/resize/listing-picture/e2b6fb48-d616-3451-ad32-4dd9f5276d23?width=96&height=96&v=2,2.2,26
personal-care-hygiene,at product however availability is the issue what’s going on lately ? Can somebody please put out a statement or let us know when the hand soap will be availa,ALDI Tricare Liquid Hand Wash,https://cdn.productreview.com.au/resize/listing-picture/34208a87-200d-3d5c-9e3d-4e39f8f9d14b?width=96&height=96&v=2,3.1,10
personal-care-hygiene,"er reading mixed reviews I decided to give this product a try, learn from my mistake and don’t bother wasting your money. The wax took much longer then the advertised 20 minutes to heat up ",Waxaway Professional Wax Kit,https://cdn.productreview.com.au/resize/listing-picture/91fdd7ea-bf80-3dad-a372-574c0147cda1?width=96&height=96&v=2,3.1,10
personal-care-hygiene,"rible. Not worth the price at all. Fades in 2 days, yet impossible to get the remainder off. Got this to treat myself thinking for the price point it would be amazing. I hated it on the ",St. Tropez Bronzing Mousse,https://cdn.productreview.com.au/resize/listing-picture/83570d35-3446-34b0-81fa-ad570dccf985?width=96&height=96&v=2,3.1,10
pets-products,"Packed with a variety of natural and nutritious ingredients for dogs, 4Legs proudly states it makes fresh dog food that’s as good as homemade -  but without the fuss.",4Legs Natural Dog Food,https://cdn.productreview.com.au/resize/listing-picture/f4db0623-29dc-4103-b6b0-8112adab474e?width=96&height=96&v=2,4.9,"3,526"
pets-products,"Made according to the principles of the BARF diet (Biologically Appropriate Raw Food), the Mad Paws Dinner Bowl uses minced human-grade meat, vegetables and offal in three ingredient combinations, or custom dog meals.",Mad Paws Dinner Bowl,https://cdn.productreview.com.au/resize/listing-picture/f3e01435-e451-4f55-b50c-d1e1027f8178?width=96&height=96&v=2,4.8,190
pets-products,"a new customer of two puppies who are 13 weeks old this week, and just purchasing my now third bag of Stay Loyal, unfortunately running on empty just before the long weekend. Valerie came t",Stay Loyal,https://cdn.productreview.com.au/resize/listing-picture/a3d36e9d-66d6-4f54-bfff-b9fd0f810ed7?width=96&height=96&v=2,4.7,93
pets-products, dog is grain free. The selection of foods and treats is huge. Our dog would eat the whole giant bag if we left it unattended!!!!  We also LOVE supporting a company who help so many!!,SavourLife Dog Food Range,https://cdn.productreview.com.au/resize/listing-picture/43a11367-ffa6-4c0e-967b-24168afeab8c?width=96&height=96&v=2,4.6,74
pets-products,ave changed my cat litter from Cature to Tofu Cat Litter Australia recently and impressed by its performance! The cat litter is leaner and longer than most of other brands but it’s highly wa,Tofu Cat Litter Original Enzyme Activated,https://cdn.productreview.com.au/resize/listing-picture/7a21db1b-8260-4e43-bdaf-04b4ea406252?width=96&height=96&v=2,5.0,35
pets-products,"Containing 100% Australian raw ingredients, Big Dog Raw Food features three ranges, each available in a variety of flavours. There’s more than just meat, with inclusions of seasonal fruits, green veggies like broccoli and bok choy, and even flaxseed and brown seaweed.",Big Dog Raw Food,https://cdn.productreview.com.au/resize/listing-picture/571618fe-f47b-33ff-867d-bb813c785bc9?width=96&height=96&v=2,4.5,71
pets-products,"With a focus on including varied ingredients that help aid digestion, Australian Dog Food The Original is a healthy choice for canines. Dogs were also often a fan of the taste.",Australian Dog Food The Original,https://cdn.productreview.com.au/resize/listing-picture/a14eab4c-236a-3cea-b4fc-90c2384601a9?width=96&height=96&v=2,4.8,38
pets-products,"urchased Nutra Thrive as an experiment.  My old girl is 13, the young man is 5.  I noticed a difference within a couple of weeks, Lily's eyes had lost the brown dots in her pupils, she was",Ultimate Pet Nutrition Nutra Thrive for Cats,https://cdn.productreview.com.au/resize/listing-picture/b21609cb-4ea9-4a1c-9bef-544d24f16992?width=96&height=96&v=2,4.6,38
pets-products,not waste your time or money with this crap. We used to use it and it was great but they stopped stocking the unscented one at my grocery store and quite frankly $20 for some clay is a ror,Purina Tidy Cats,https://cdn.productreview.com.au/resize/listing-picture/864935d2-6392-4cbc-9857-7d3ab5b1ab01?width=96&height=96&v=2,4.1,95
pets-products, dog (greyhound) love's all the flavors and we love that the it has great nutrition. We've never had any issues and vet's regularly say how well Alfie is going. Also it's easy to find as we ,Natures Goodness Grain Free Nutrition Dry Dog Food,https://cdn.productreview.com.au/resize/listing-picture/0e8cd4e1-e256-31fd-94c9-e494c6179e6d?width=96&height=96&v=2,4.1,95
pets-products,"lly good! My dog liked the food, there was no side effects from consuming this. You may also get great natural treats from: https://www.pawsomeavenue.com.au/
local sourced and no preservative",Black Hawk Dog Treats,https://cdn.productreview.com.au/resize/listing-picture/97caee4f-eb95-470b-8a47-b4aa1eb623d5?width=96&height=96&v=2,4.9,28
pets-products, is able to get around so much better. It must taste good because she won't eat some of her foods if it's not in there. She feels really s,Ultimate Pet Nutrition Nutra Thrive for Dogs,https://cdn.productreview.com.au/resize/listing-picture/f3b1eeb9-f4ad-4a50-829e-c8b2b6d16017?width=96&height=96&v=2,4.7,34
pets-products,"Grain-free and packed with essential nutrients, Fussy Cat’s dry food collection comes in 3 delicious flavours and 2 sizes",Fussy Cat Grain Free Dry Food,https://cdn.productreview.com.au/resize/listing-picture/7558500b-aff8-48d9-b9a3-d6bd1b190d0e?width=96&height=96&v=2,3.9,124
pets-products,"ave been using this litter exclusively for almost 5 years and it seems that the formula has changed recently. When I first started using the litter, the clumping ability and lifespan of the l",Rufus &amp; Coco Wee Kitty Clumping Corn Litter,,4.2,60
pets-products,"Leaving your canine looking, feeling, and smelling great has never been easier than with Essential Dog Natural Dog Shampoo. With an all natural, plant-based, biodegradable formula, you’re doing right by your pooch and the planet",Essential Dog Natural Dog Shampoo,https://cdn.productreview.com.au/resize/listing-picture/a709b0f5-7e2e-43ac-b6a4-83cf442c05fc?width=96&height=96&v=2,4.9,23
pets-products,have used several cat litter products and found this to be the best.  With minimal tracking and it doesn't smell.  I really like the fact it is biodegradable and made from w,Applaws Nature's Calling,https://cdn.productreview.com.au/resize/listing-picture/4dc41ec8-d8ed-34d7-b14d-4a3005925855?width=96&height=96&v=2,4.2,45
pets-products,"cats really liked this litter. Small granule sized pieces and controls smell well. 
However, the clumping was disappointing. Don't get me wrong, it did clump. The clumping wasn't quick en",Wonder Wheat Cat Litter,https://cdn.productreview.com.au/resize/listing-picture/98f3ce3b-8f5e-406a-b317-7f4c27755506?width=96&height=96&v=2,4.6,29
pets-products,"Dermcare-Vet’s Malaseb Medicated Shampoo treats a range of skin conditions and helps rid your pet of infection-causing bacteria - leaving them happy, healthy, and itch-free",Dermcare-Vet Malaseb Medicated Shampoo,https://cdn.productreview.com.au/resize/listing-picture/ab1fb9b5-8925-3af8-b151-90da2ad7985f?width=96&height=96&v=2,4.0,59
pets-products,"derful product, would recommend it for your fur baby anytime. Darcy absolutely loves her new bed as the photos show how relaxed she is. She is a little rescue dog needing a loving home and a",Peaceful Pooch,https://cdn.productreview.com.au/resize/listing-picture/afef75d4-c6b3-4a10-b4c6-927c2ec099a1?width=96&height=96&v=2,4.8,23
pets-products,"e had my adopted cat for almost 6 years and in that time, the only litter he will use (insist on using) consistently, is Chandler.  It’s non messy, non stinky, and reliably absorbent.  Unlike ",Chandler Cat Litter,https://cdn.productreview.com.au/resize/listing-picture/e330fbcf-abd6-406c-b024-586f3d0ec40f?width=96&height=96&v=2,4.0,42
pets-products,"Packed with a variety of natural and nutritious ingredients for dogs, 4Legs proudly states it makes fresh dog food that’s as good as homemade -  but without the fuss.",4Legs Natural Dog Food,https://cdn.productreview.com.au/resize/listing-picture/f4db0623-29dc-4103-b6b0-8112adab474e?width=96&height=96&v=2,4.9,"3,526"
pets-products,"Made according to the principles of the BARF diet (Biologically Appropriate Raw Food), the Mad Paws Dinner Bowl uses minced human-grade meat, vegetables and offal in three ingredient combinations, or custom dog meals.",Mad Paws Dinner Bowl,https://cdn.productreview.com.au/resize/listing-picture/f3e01435-e451-4f55-b50c-d1e1027f8178?width=96&height=96&v=2,4.8,190
pets-products,"a new customer of two puppies who are 13 weeks old this week, and just purchasing my now third bag of Stay Loyal, unfortunately running on empty just before the long weekend. Valerie came t",Stay Loyal,https://cdn.productreview.com.au/resize/listing-picture/a3d36e9d-66d6-4f54-bfff-b9fd0f810ed7?width=96&height=96&v=2,4.7,93
pets-products, dog is grain free. The selection of foods and treats is huge. Our dog would eat the whole giant bag if we left it unattended!!!!  We also LOVE supporting a company who help so many!!,SavourLife Dog Food Range,https://cdn.productreview.com.au/resize/listing-picture/43a11367-ffa6-4c0e-967b-24168afeab8c?width=96&height=96&v=2,4.6,74
pets-products,ave changed my cat litter from Cature to Tofu Cat Litter Australia recently and impressed by its performance! The cat litter is leaner and longer than most of other brands but it’s highly wa,Tofu Cat Litter Original Enzyme Activated,https://cdn.productreview.com.au/resize/listing-picture/7a21db1b-8260-4e43-bdaf-04b4ea406252?width=96&height=96&v=2,5.0,35
pets-products,"Containing 100% Australian raw ingredients, Big Dog Raw Food features three ranges, each available in a variety of flavours. There’s more than just meat, with inclusions of seasonal fruits, green veggies like broccoli and bok choy, and even flaxseed and brown seaweed.",Big Dog Raw Food,https://cdn.productreview.com.au/resize/listing-picture/571618fe-f47b-33ff-867d-bb813c785bc9?width=96&height=96&v=2,4.5,71
pets-products,"With a focus on including varied ingredients that help aid digestion, Australian Dog Food The Original is a healthy choice for canines. Dogs were also often a fan of the taste.",Australian Dog Food The Original,https://cdn.productreview.com.au/resize/listing-picture/a14eab4c-236a-3cea-b4fc-90c2384601a9?width=96&height=96&v=2,4.8,38
